iter	Passed	Remaining
1662	63847	12938
1663	63884	12899
1664	63917	12860
1665	63950	12820
1666	63986	12782
1667	64022	12743
1668	64059	12704
1669	64095	12665
1670	64134	12627
1671	64170	12588
1672	64203	12549
1673	64240	12510
1674	64279	12472
1675	64315	12433
1676	64351	12394
1677	64386	12355
1678	64418	12315
1679	64455	12277
1680	64495	12239
1681	64535	12201
1682	64575	12163
1683	64613	12124
1684	64648	12085
1685	64685	12047
1686	64723	12008
1687	64758	11969
1688	64795	11930
1689	64832	11892
1690	64867	11853
1691	64899	11813
1692	64930	11774
1693	64964	11734
1694	65003	11696
1695	65044	11658
1696	65087	11621
1697	65126	11583
1698	65163	11544
1699	65201	11506
1700	65235	11467
1701	65306	11434
1702	65355	11397
1703	65394	11359
1704	65432	11321
1705	65466	11282
1706	65503	11243
1707	65538	11204
1708	65576	11166
1709	65629	11130
1710	65666	11091
1711	65699	11052
1712	65733	11013
1713	65774	10975
1714	65810	10936
1715	65846	10897
1716	65884	10859
1717	65920	10820
1718	65954	10781
1719	65990	10742
1720	66024	10703
1721	66062	10665
1722	66094	10625
1723	66126	10586
1724	66162	10547
1725	66203	10509
1726	66243	10471
1727	66279	10432
1728	66314	10393
1729	66353	10355
1730	66388	10316
1731	66426	10278
1732	66460	10239
1733	66497	10200
1734	66535	10162
1735	66575	10124
1736	66612	10085
1737	66651	10047
1738	66692	10009
1739	66727	9970
1740	66760	9931
1741	66794	9892
1742	66827	9853
1743	66860	9814
1744	66894	9775
1745	66930	9736
1746	66965	9697
1747	67003	9659
1748	67039	9620
1749	67073	9581
1750	67107	9542
1751	67143	9504
1752	67178	9465
1753	67210	9426
1754	67247	9387
1755	67283	9349
1756	67316	9310
1757	67351	9271
1758	67384	9232
1759	67418	9193
1760	67452	9154
1761	67485	9115
1762	67524	9077
1763	67560	9038
1764	67595	8999
1765	67628	8960
1766	67662	8922
1767	67698	8883
1768	67733	8844
1769	67764	8805
1770	67799	8766
1771	67831	8727
1772	67866	8689
1773	67899	8650
1774	67933	8611
1775	67965	8572
1776	68003	8533
1777	68041	8495
1778	68077	8457
1779	68116	8418
1780	68151	8380
1781	68186	8341
1782	68223	8303
1783	68257	8264
1784	68294	8226
1785	68334	8187
1786	68372	8149
1787	68405	8110
1788	68440	8072
1789	68475	8033
1790	68515	7995
1791	68552	7956
1792	68588	7918
1793	68626	7880
1794	68664	7841
1795	68704	7803
1796	68739	7765
1797	68780	7727
1798	68817	7688
1799	68851	7650
1800	68887	7611
1801	68926	7573
1802	68964	7535
1803	69002	7496
1804	69037	7458
1805	69075	7420
1806	69109	7381
1807	69147	7343
1808	69181	7304
1809	69219	7266
1810	69255	7227
1811	69295	7189
1812	69331	7151
1813	69389	7114
1814	69428	7076
1815	69475	7039
1816	69516	7001
1817	69556	6963
1818	69592	6924
1819	69630	6886
1820	69671	6848
1821	69708	6810
1822	69742	6771
1823	69780	6733
1824	69815	6694
1825	69858	6656
1826	69897	6618
1827	69933	6580
1828	69971	6541
1829	70009	6503
1830	70053	6465
1831	70094	6427
1832	70137	6390
1833	70175	6351
1834	70213	6313
1835	70250	6275
1836	70286	6236
1837	70320	6198
1838	70354	6159
1839	70389	6120
1840	70423	6082
1841	70459	6043
1842	70492	6005
1843	70546	5968
1844	70593	5930
1845	70636	5892
1846	70672	5854
1847	70709	5815
1848	70747	5777
1849	70796	5740
1850	70842	5702
1851	70902	5666
1852	70946	5628
1853	70992	5590
1854	71044	5553
1855	71087	5515
1856	71125	5477
1857	71162	5438
1858	71205	5400
1859	71253	5363
1860	71296	5325
1861	71336	5287
1862	71382	5249
1863	71435	5212
1864	71475	5173
1865	71533	5136
1866	71579	5099
1867	71631	5061
1868	71676	5023
1869	71772	4989
1870	71843	4953
1871	71890	4915
1872	71941	4878
1873	72008	4841
1874	72061	4804
1875	72115	4766
1876	72156	4728
1877	72193	4689
1878	72234	4651
1879	72273	4613
1880	72314	4574
1881	72351	4536
1882	72392	4498
1883	72434	4459
1884	72478	4421
1885	72520	4383
1886	72560	4345
1887	72598	4306
1888	72643	4268
1889	72687	4230
1890	72732	4192
1891	72776	4154
1892	72817	4115
1893	72867	4078
1894	72937	4041
1895	73004	4004
1896	73059	3966
1897	73122	3929
1898	73210	3893
1899	73270	3856
1900	73317	3818
1901	73369	3780
1902	73410	3741
1903	73457	3703
1904	73496	3665
1905	73540	3626
1906	73579	3588
1907	73624	3550
1908	73660	3511
1909	73698	3472
1910	73736	3434
1911	73776	3395
1912	73815	3356
1913	73854	3318
1914	73893	3279
1915	73930	3241
1916	73976	3202
1917	74013	3164
1918	74051	3125
1919	74089	3087
1920	74131	3048
1921	74177	3010
1922	74221	2971
1923	74262	2933
1924	74299	2894
1925	74336	2856
1926	74379	2817
1927	74428	2779
1928	74471	2741
1929	74506	2702
1930	74553	2663
1931	74594	2625
1932	74631	2586
1933	74674	2548
1934	74721	2510
1935	74765	2471
1936	74806	2433
1937	74844	2394
1938	74881	2355
1939	74920	2317
1940	74956	2278
1941	75001	2239
1942	75038	2201
1943	75079	2162
1944	75120	2124
1945	75158	2085
1946	75197	2046
1947	75234	2008
1948	75270	1969
1949	75311	1931
1950	75356	1892
1951	75392	1853
1952	75431	1815
1953	75473	1776
1954	75512	1738
1955	75552	1699
1956	75593	1660
1957	75634	1622
1958	75674	1583
1959	75712	1545
1960	75752	1506
1961	75791	1467
1962	75828	1429
1963	75869	1390
1964	75905	1352
1965	75949	1313
1966	75985	1274
1967	76024	1236
1968	76067	1197
1969	76104	1158
1970	76142	1120
1971	76182	1081
1972	76220	1043
1973	76260	1004
1974	76297	965
1975	76339	927
1976	76383	888
1977	76419	849
1978	76457	811
1979	76495	772
1980	76538	734
1981	76576	695
1982	76620	656
1983	76660	618
1984	76699	579
1985	76743	540
1986	76792	502
1987	76839	463
1988	76881	425
1989	76920	386
1990	76959	347
1991	77003	309
1992	77049	270
1993	77092	231
1994	77139	193
1995	77185	154
1996	77227	116
1997	77279	77
1998	77323	38
1999	77373	0
