iter	RMSE
1680	186040.5985
1681	186025.6531
1682	186017.8352
1683	186009.9436
1684	185994.8984
1685	185993.0048
1686	185982.9668
1687	185975.5025
1688	185967.9221
1689	185956.462
1690	185946.3925
1691	185936.5979
1692	185928.1993
1693	185918.7885
1694	185909.0717
1695	185899.4248
1696	185886.0458
1697	185875.9531
1698	185866.1741
1699	185858.1282
1700	185852.0687
1701	185842.3242
1702	185830.0901
1703	185823.8459
1704	185815.0965
1705	185804.3946
1706	185792.4488
1707	185782.8414
1708	185773.3321
1709	185766.7895
1710	185749.9328
1711	185733.1252
1712	185726.1645
1713	185713.4065
1714	185705.0455
1715	185695.6722
1716	185680.5257
1717	185671.4344
1718	185663.3193
1719	185651.5595
1720	185640.9971
1721	185627.6841
1722	185617.9937
1723	185606.4903
1724	185596.0082
1725	185582.1741
1726	185572.4507
1727	185561.7061
1728	185549.8745
1729	185542.3314
1730	185531.9014
1731	185523.9112
1732	185514.3268
1733	185505.2534
1734	185496.5813
1735	185491.0593
1736	185479.0739
1737	185471.525
1738	185464.8892
1739	185458.1435
1740	185448.8394
1741	185435.3107
1742	185426.3988
1743	185419.8609
1744	185411.7816
1745	185404.3885
1746	185397.2669
1747	185387.4513
1748	185380.437
1749	185369.198
1750	185358.4267
1751	185340.0769
1752	185332.6377
1753	185320.9955
1754	185310.6441
1755	185302.0542
1756	185293.9317
1757	185289.2385
1758	185281.4467
1759	185270.6334
1760	185262.8211
1761	185251.7256
1762	185246.3918
1763	185241.0122
1764	185230.6755
1765	185215.1369
1766	185207.3893
1767	185199.4635
1768	185191.5959
1769	185181.8082
1770	185168.8716
1771	185156.7989
1772	185148.2196
1773	185139.9765
1774	185129.678
1775	185122.4756
1776	185112.0046
1777	185102.3292
1778	185096.6394
1779	185087.8333
1780	185076.0281
1781	185068.9241
1782	185063.2126
1783	185052.2821
1784	185043.8468
1785	185038.6799
1786	185028.1313
1787	185018.0746
1788	185011.7989
1789	184988.683
1790	184977.2235
1791	184968.7183
1792	184959.9564
1793	184954.9161
1794	184945.1355
1795	184941.6774
1796	184932.7127
1797	184925.9208
1798	184916.3667
1799	184906.1886
1800	184897.5608
1801	184887.7176
1802	184873.8563
1803	184863.0368
1804	184854.5077
1805	184846.202
1806	184840.4123
1807	184830.1628
1808	184820.6163
1809	184813.4909
1810	184808.534
1811	184799.6749
1812	184790.6845
1813	184780.6735
1814	184772.4802
1815	184764.0417
1816	184753.2054
1817	184746.4196
1818	184736.7586
1819	184727.7567
1820	184724.2295
1821	184715.2981
1822	184706.9922
1823	184697.4963
1824	184689.908
1825	184677.8558
1826	184667.7448
1827	184647.5375
1828	184640.2548
1829	184634.4309
1830	184625.933
1831	184617.8512
1832	184602.5541
1833	184594.6065
1834	184590.0956
1835	184583.5708
1836	184573.5166
1837	184566.2583
1838	184556.9709
1839	184549.141
1840	184543.1723
1841	184531.6561
1842	184524.5455
1843	184514.6653
1844	184506.2947
1845	184498.0672
1846	184490.2077
1847	184482.4871
1848	184474.7864
1849	184461.3231
1850	184452.5716
1851	184444.7046
1852	184434.5747
1853	184427.4554
1854	184419.4866
1855	184413.7623
1856	184405.5539
1857	184397.4021
1858	184387.4247
1859	184377.0237
1860	184368.0191
1861	184361.0322
1862	184353.0262
1863	184345.3895
1864	184337.5017
1865	184325.8797
1866	184310.3258
1867	184301.624
1868	184296.3625
1869	184287.9305
1870	184279.8558
1871	184272.5668
1872	184264.0683
1873	184255.9353
1874	184248.6605
1875	184235.352
1876	184225.9458
1877	184219.6163
1878	184208.7571
1879	184202.4885
1880	184194.9277
1881	184184.436
1882	184174.5636
1883	184168.6394
1884	184155.2015
1885	184147.499
1886	184138.5843
1887	184132.6791
1888	184123.3824
1889	184114.91
1890	184104.3273
1891	184096.9891
1892	184087.719
1893	184075.7626
1894	184070.3349
1895	184065.9348
1896	184051.7676
1897	184044.4947
1898	184034.9795
1899	184025.1013
1900	184016.2971
1901	184005.9327
1902	184001.3
1903	183992.5553
1904	183984.0345
1905	183973.9371
1906	183967.4083
1907	183953.204
1908	183947.9384
1909	183939.1358
1910	183930.8608
1911	183922.2356
1912	183915.2733
1913	183904.837
1914	183903.4409
1915	183895.3635
1916	183885.7818
1917	183879.9134
1918	183869.7181
1919	183862.5561
1920	183851.2555
1921	183842.8589
1922	183833.3203
1923	183824.7286
1924	183818.4098
1925	183809.2973
1926	183800.8524
1927	183793.841
1928	183785.183
1929	183779.0464
1930	183770.659
1931	183763.3008
1932	183756.0102
1933	183747.9037
1934	183738.4646
1935	183730.4325
1936	183718.0271
1937	183708.2499
1938	183696.3164
1939	183686.9465
1940	183679.2403
1941	183671.301
1942	183665.3713
1943	183658.7201
1944	183649.6763
1945	183639.3755
1946	183633.5561
1947	183626.7225
1948	183619.7807
1949	183609.6592
1950	183602.8973
1951	183594.6322
1952	183583.1092
1953	183569.628
1954	183558.7046
1955	183545.5318
1956	183533.0459
1957	183524.8933
1958	183518.273
1959	183510.8687
1960	183500.6096
1961	183493.7261
1962	183485.0522
1963	183476.8005
1964	183469.0065
1965	183458.6753
1966	183448.3017
1967	183442.7177
1968	183436.4691
1969	183421.6891
1970	183414.5005
1971	183410.4254
1972	183399.3676
1973	183387.8693
1974	183381.298
1975	183374.0509
1976	183365.9435
1977	183358.571
1978	183352.8374
1979	183347.664
1980	183338.3292
1981	183332.0279
1982	183326.0746
1983	183316.7927
1984	183308.4329
1985	183303.971
1986	183298.8037
1987	183291.413
1988	183280.888
1989	183274.3701
1990	183262.9909
1991	183256.5495
1992	183246.5992
1993	183237.9733
1994	183226.7192
1995	183220.0617
1996	183214.0326
1997	183202.4926
1998	183184.833
1999	183176.0932
